metric_code,record_scope,kind,slot,logical_type,width_bytes,applicability,state_semantics,storage_action,occurrence_formula,aggregate_rule,failure_semantics,status
mv.outer.event_simultaneous_coverage,outer_core,mv1,59,BOOL,8,every_outer_identity;applicable_event_is_VALUE_bool_and_scientific_nonestimability_or_not_reached_is_false,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,sum_mv_cells(M_c);M_c=0_if_not_outer_eligible_and_I_complete_iff_M_c=R_with_no_integrity_mismatch,event_bit=5;VALUE_bool_every_outer;success=all_three_lower_and_truth_VALUE_and_each_lower<=truth;nonvalue_required_lower=>false_and_bit15_status;any_undefined_bootstrap=>also_bit16;finite_noncoverage=>false_only,applicable_event_is_always_VALUE_bool;scientific_nonestimability_is_false,freeze_candidate
mv.outer.event_fe_pass,outer_core,mv1,60,BOOL,8,every_outer_identity;applicable_event_is_VALUE_bool_and_scientific_nonestimability_or_not_reached_is_false,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,sum_mv_cells(M_c);M_c=0_if_not_outer_eligible_and_I_complete_iff_M_c=R_with_no_integrity_mismatch,event_bit=6;VALUE_bool_every_outer;success=FE_full_rank_finite_and_fe_present>0_and_fe_absent>0_and_abs(fe_bal-qhat_bal)<=0.05;rank_deficient_nonfinite_or_missing_required_polarity=>false_and_bit15_status;finite_veto_threshold_miss=>false_only,applicable_event_is_always_VALUE_bool;scientific_nonestimability_is_false,freeze_candidate
mv.outer.event_loo_pass,outer_core,mv1,61,BOOL,8,every_outer_identity;applicable_event_is_VALUE_bool_and_scientific_nonestimability_or_not_reached_is_false,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,sum_mv_cells(M_c);M_c=0_if_not_outer_eligible_and_I_complete_iff_M_c=R_with_no_integrity_mismatch,event_bit=7;VALUE_bool_every_outer;success=all_30_LOO_VALUE_and_each_present>0_and_absent>0_and_abs(bal-qhat_bal)<=0.05;missing_or_nonfinite_required_LOO_polarity=>false_and_bit15_status;finite_veto_threshold_miss=>false_only,applicable_event_is_always_VALUE_bool;scientific_nonestimability_is_false,freeze_candidate
mv.outer.event_no_veto,outer_core,mv1,62,BOOL,8,every_outer_identity;applicable_event_is_VALUE_bool_and_scientific_nonestimability_or_not_reached_is_false,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,sum_mv_cells(M_c);M_c=0_if_not_outer_eligible_and_I_complete_iff_M_c=R_with_no_integrity_mismatch,event_bit=8;VALUE_bool_every_outer;success=bits6_and7_true;not_reached=false,applicable_event_is_always_VALUE_bool;scientific_nonestimability_is_false,freeze_candidate
mv.outer.event_complete_joint,outer_core,mv1,63,BOOL,8,every_outer_identity;applicable_event_is_VALUE_bool_and_scientific_nonestimability_or_not_reached_is_false,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,sum_mv_cells(M_c);M_c=0_if_not_outer_eligible_and_I_complete_iff_M_c=R_with_no_integrity_mismatch,event_bit=9;VALUE_bool_every_outer;success=bits0_to4_and8_true;nonestimable_or_not_reached=false,applicable_event_is_always_VALUE_bool;scientific_nonestimability_is_false,freeze_candidate
mv.aggregate.coverage_bal,cell_aggregate_event,mv1,event_registry,U64_trials+U64_successes+F64_estimate+ENUM8_interval+F64_alpha+F64_lower+F64_upper,typed_aggregate_extension,audit_record_every_mv_candidate;VALUE_only_if_outer_eligible_and_I_complete=1;NOT_REACHED_if_calibration_or_eligibility_failure_or_I_complete=0,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,one_stateful_field_per_mv_candidate,outer_eligibility=0=>state_NOT_REACHED_trials=0_no_interval;outer_eligibility=1_and_I_complete=0=>state_NOT_REACHED_trials=0_no_interval_completion_or_integrity_failure;outer_eligibility=1_and_I_complete=1=>x=sum_j I(lower_bal_VALUE_and_truth_bal_VALUE_and_lower_bal<=truth_bal);N=R=120000;scientific_nonestimable_or_not_reached_counts_failure;event_mask_bit10;CP_two_sided_alpha=0.05;descriptive_marginal,I_complete=1_iff_completion_bitmap_has_all_R_bits_and_exactly_one_integrity_valid_canonical_record_per_outer_identity;calibration_or_static_scientific_failure_marks_aggregate_NOT_REACHED_and_family_FAIL;I_complete=0_always_marks_aggregate_NOT_REACHED_without_imputation_or_partial_denominator;integrity_schema_or_unequal_duplicate_mismatch_is_conclusive_family_FAIL_and_failed_outer_inventory_member;absence_or_incomplete_records_without_conclusive_mismatch_is_infrastructure_missing_and_family_INCOMPLETE_unless_another_FAIL_dominates;scientific_failure_inside_a_complete_R_run_remains_in_fixed_R_denominator,freeze_candidate
mv.aggregate.coverage_present,cell_aggregate_event,mv1,event_registry,U64_trials+U64_successes+F64_estimate+ENUM8_interval+F64_alpha+F64_lower+F64_upper,typed_aggregate_extension,audit_record_every_mv_candidate;VALUE_only_if_outer_eligible_and_I_complete=1;NOT_REACHED_if_calibration_or_eligibility_failure_or_I_complete=0,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,one_stateful_field_per_mv_candidate,outer_eligibility=0=>state_NOT_REACHED_trials=0_no_interval;outer_eligibility=1_and_I_complete=0=>state_NOT_REACHED_trials=0_no_interval_completion_or_integrity_failure;outer_eligibility=1_and_I_complete=1=>x=sum_j I(lower_present_VALUE_and_truth_present_VALUE_and_lower_present<=truth_present);N=R=120000;scientific_nonestimable_or_not_reached_counts_failure;event_mask_bit11;CP_two_sided_alpha=0.05;descriptive_marginal,I_complete=1_iff_completion_bitmap_has_all_R_bits_and_exactly_one_integrity_valid_canonical_record_per_outer_identity;calibration_or_static_scientific_failure_marks_aggregate_NOT_REACHED_and_family_FAIL;I_complete=0_always_marks_aggregate_NOT_REACHED_without_imputation_or_partial_denominator;integrity_schema_or_unequal_duplicate_mismatch_is_conclusive_family_FAIL_and_failed_outer_inventory_member;absence_or_incomplete_records_without_conclusive_mismatch_is_infrastructure_missing_and_family_INCOMPLETE_unless_another_FAIL_dominates;scientific_failure_inside_a_complete_R_run_remains_in_fixed_R_denominator,freeze_candidate
mv.aggregate.coverage_absent,cell_aggregate_event,mv1,event_registry,U64_trials+U64_successes+F64_estimate+ENUM8_interval+F64_alpha+F64_lower+F64_upper,typed_aggregate_extension,audit_record_every_mv_candidate;VALUE_only_if_outer_eligible_and_I_complete=1;NOT_REACHED_if_calibration_or_eligibility_failure_or_I_complete=0,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,one_stateful_field_per_mv_candidate,outer_eligibility=0=>state_NOT_REACHED_trials=0_no_interval;outer_eligibility=1_and_I_complete=0=>state_NOT_REACHED_trials=0_no_interval_completion_or_integrity_failure;outer_eligibility=1_and_I_complete=1=>x=sum_j I(lower_absent_VALUE_and_truth_absent_VALUE_and_lower_absent<=truth_absent);N=R=120000;scientific_nonestimable_or_not_reached_counts_failure;event_mask_bit12;CP_two_sided_alpha=0.05;descriptive_marginal,I_complete=1_iff_completion_bitmap_has_all_R_bits_and_exactly_one_integrity_valid_canonical_record_per_outer_identity;calibration_or_static_scientific_failure_marks_aggregate_NOT_REACHED_and_family_FAIL;I_complete=0_always_marks_aggregate_NOT_REACHED_without_imputation_or_partial_denominator;integrity_schema_or_unequal_duplicate_mismatch_is_conclusive_family_FAIL_and_failed_outer_inventory_member;absence_or_incomplete_records_without_conclusive_mismatch_is_infrastructure_missing_and_family_INCOMPLETE_unless_another_FAIL_dominates;scientific_failure_inside_a_complete_R_run_remains_in_fixed_R_denominator,freeze_candidate
mv.aggregate.simultaneous_coverage,cell_aggregate_event,mv1,event_registry,U64_trials+U64_successes+F64_estimate+ENUM8_interval+F64_alpha+F64_lower+F64_upper,typed_aggregate_extension,audit_record_every_mv_candidate;VALUE_only_if_outer_eligible_and_I_complete=1;NOT_REACHED_if_calibration_or_eligibility_failure_or_I_complete=0,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,one_stateful_field_per_mv_candidate,outer_eligibility=0=>state_NOT_REACHED_trials=0_no_interval;outer_eligibility=1_and_I_complete=0=>state_NOT_REACHED_trials=0_no_interval_completion_or_integrity_failure;outer_eligibility=1_and_I_complete=1=>x=sum_j I(event_bit5=true);N=R=120000;scientific_nonestimable_or_not_reached_counts_failure;CP_two_sided_alpha=0.05;accept_lower>=0.945,I_complete=1_iff_completion_bitmap_has_all_R_bits_and_exactly_one_integrity_valid_canonical_record_per_outer_identity;calibration_or_static_scientific_failure_marks_aggregate_NOT_REACHED_and_family_FAIL;I_complete=0_always_marks_aggregate_NOT_REACHED_without_imputation_or_partial_denominator;integrity_schema_or_unequal_duplicate_mismatch_is_conclusive_family_FAIL_and_failed_outer_inventory_member;absence_or_incomplete_records_without_conclusive_mismatch_is_infrastructure_missing_and_family_INCOMPLETE_unless_another_FAIL_dominates;scientific_failure_inside_a_complete_R_run_remains_in_fixed_R_denominator,freeze_candidate
mv.aggregate.yield_present,cell_aggregate_event,mv1,event_registry,U64_trials+U64_successes+F64_estimate+ENUM8_interval+F64_alpha+F64_lower+F64_upper,typed_aggregate_extension,audit_record_every_mv_candidate;VALUE_only_if_outer_eligible_and_I_complete=1;NOT_REACHED_if_calibration_or_eligibility_failure_or_I_complete=0,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,one_stateful_field_per_mv_candidate,outer_eligibility=0=>state_NOT_REACHED_trials=0_no_interval;outer_eligibility=1_and_I_complete=0=>state_NOT_REACHED_trials=0_no_interval_completion_or_integrity_failure;outer_eligibility=1_and_I_complete=1=>x=sum_j I(event_bit0=true);N=R=120000;not_reached_counts_failure;CP_two_sided_alpha=0.05;descriptive,I_complete=1_iff_completion_bitmap_has_all_R_bits_and_exactly_one_integrity_valid_canonical_record_per_outer_identity;calibration_or_static_scientific_failure_marks_aggregate_NOT_REACHED_and_family_FAIL;I_complete=0_always_marks_aggregate_NOT_REACHED_without_imputation_or_partial_denominator;integrity_schema_or_unequal_duplicate_mismatch_is_conclusive_family_FAIL_and_failed_outer_inventory_member;absence_or_incomplete_records_without_conclusive_mismatch_is_infrastructure_missing_and_family_INCOMPLETE_unless_another_FAIL_dominates;scientific_failure_inside_a_complete_R_run_remains_in_fixed_R_denominator,freeze_candidate
mv.aggregate.yield_absent,cell_aggregate_event,mv1,event_registry,U64_trials+U64_successes+F64_estimate+ENUM8_interval+F64_alpha+F64_lower+F64_upper,typed_aggregate_extension,audit_record_every_mv_candidate;VALUE_only_if_outer_eligible_and_I_complete=1;NOT_REACHED_if_calibration_or_eligibility_failure_or_I_complete=0,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,one_stateful_field_per_mv_candidate,outer_eligibility=0=>state_NOT_REACHED_trials=0_no_interval;outer_eligibility=1_and_I_complete=0=>state_NOT_REACHED_trials=0_no_interval_completion_or_integrity_failure;outer_eligibility=1_and_I_complete=1=>x=sum_j I(event_bit1=true);N=R=120000;not_reached_counts_failure;CP_two_sided_alpha=0.05;descriptive,I_complete=1_iff_completion_bitmap_has_all_R_bits_and_exactly_one_integrity_valid_canonical_record_per_outer_identity;calibration_or_static_scientific_failure_marks_aggregate_NOT_REACHED_and_family_FAIL;I_complete=0_always_marks_aggregate_NOT_REACHED_without_imputation_or_partial_denominator;integrity_schema_or_unequal_duplicate_mismatch_is_conclusive_family_FAIL_and_failed_outer_inventory_member;absence_or_incomplete_records_without_conclusive_mismatch_is_infrastructure_missing_and_family_INCOMPLETE_unless_another_FAIL_dominates;scientific_failure_inside_a_complete_R_run_remains_in_fixed_R_denominator,freeze_candidate
mv.aggregate.joint_yield,cell_aggregate_event,mv1,event_registry,U64_trials+U64_successes+F64_estimate+ENUM8_interval+F64_alpha+F64_lower+F64_upper,typed_aggregate_extension,audit_record_every_mv_candidate;VALUE_only_if_outer_eligible_and_I_complete=1;NOT_REACHED_if_calibration_or_eligibility_failure_or_I_complete=0,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,one_stateful_field_per_mv_candidate,outer_eligibility=0=>state_NOT_REACHED_trials=0_no_interval;outer_eligibility=1_and_I_complete=0=>state_NOT_REACHED_trials=0_no_interval_completion_or_integrity_failure;outer_eligibility=1_and_I_complete=1=>x=sum_j I(event_bits0_and1=true);N=R=120000;not_reached_counts_failure;event_mask_bit13;CP_two_sided_alpha=0.05;descriptive,I_complete=1_iff_completion_bitmap_has_all_R_bits_and_exactly_one_integrity_valid_canonical_record_per_outer_identity;calibration_or_static_scientific_failure_marks_aggregate_NOT_REACHED_and_family_FAIL;I_complete=0_always_marks_aggregate_NOT_REACHED_without_imputation_or_partial_denominator;integrity_schema_or_unequal_duplicate_mismatch_is_conclusive_family_FAIL_and_failed_outer_inventory_member;absence_or_incomplete_records_without_conclusive_mismatch_is_infrastructure_missing_and_family_INCOMPLETE_unless_another_FAIL_dominates;scientific_failure_inside_a_complete_R_run_remains_in_fixed_R_denominator,freeze_candidate
mv.aggregate.q_gate_bal,cell_aggregate_event,mv1,event_registry,U64_trials+U64_successes+F64_estimate+ENUM8_interval+F64_alpha+F64_lower+F64_upper,typed_aggregate_extension,audit_record_every_mv_candidate;VALUE_only_if_outer_eligible_and_I_complete=1;NOT_REACHED_if_calibration_or_eligibility_failure_or_I_complete=0,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,one_stateful_field_per_mv_candidate,outer_eligibility=0=>state_NOT_REACHED_trials=0_no_interval;outer_eligibility=1_and_I_complete=0=>state_NOT_REACHED_trials=0_no_interval_completion_or_integrity_failure;outer_eligibility=1_and_I_complete=1=>x=sum_j I(event_bit2=true);N=R=120000;scientific_nonestimable_or_not_reached_counts_failure;CP_two_sided_alpha=0.05;strict_lower>0.10,I_complete=1_iff_completion_bitmap_has_all_R_bits_and_exactly_one_integrity_valid_canonical_record_per_outer_identity;calibration_or_static_scientific_failure_marks_aggregate_NOT_REACHED_and_family_FAIL;I_complete=0_always_marks_aggregate_NOT_REACHED_without_imputation_or_partial_denominator;integrity_schema_or_unequal_duplicate_mismatch_is_conclusive_family_FAIL_and_failed_outer_inventory_member;absence_or_incomplete_records_without_conclusive_mismatch_is_infrastructure_missing_and_family_INCOMPLETE_unless_another_FAIL_dominates;scientific_failure_inside_a_complete_R_run_remains_in_fixed_R_denominator,freeze_candidate
mv.aggregate.q_gate_present,cell_aggregate_event,mv1,event_registry,U64_trials+U64_successes+F64_estimate+ENUM8_interval+F64_alpha+F64_lower+F64_upper,typed_aggregate_extension,audit_record_every_mv_candidate;VALUE_only_if_outer_eligible_and_I_complete=1;NOT_REACHED_if_calibration_or_eligibility_failure_or_I_complete=0,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,one_stateful_field_per_mv_candidate,outer_eligibility=0=>state_NOT_REACHED_trials=0_no_interval;outer_eligibility=1_and_I_complete=0=>state_NOT_REACHED_trials=0_no_interval_completion_or_integrity_failure;outer_eligibility=1_and_I_complete=1=>x=sum_j I(event_bit3=true);N=R=120000;scientific_nonestimable_or_not_reached_counts_failure;CP_two_sided_alpha=0.05;strict_lower>0,I_complete=1_iff_completion_bitmap_has_all_R_bits_and_exactly_one_integrity_valid_canonical_record_per_outer_identity;calibration_or_static_scientific_failure_marks_aggregate_NOT_REACHED_and_family_FAIL;I_complete=0_always_marks_aggregate_NOT_REACHED_without_imputation_or_partial_denominator;integrity_schema_or_unequal_duplicate_mismatch_is_conclusive_family_FAIL_and_failed_outer_inventory_member;absence_or_incomplete_records_without_conclusive_mismatch_is_infrastructure_missing_and_family_INCOMPLETE_unless_another_FAIL_dominates;scientific_failure_inside_a_complete_R_run_remains_in_fixed_R_denominator,freeze_candidate
mv.aggregate.q_gate_absent,cell_aggregate_event,mv1,event_registry,U64_trials+U64_successes+F64_estimate+ENUM8_interval+F64_alpha+F64_lower+F64_upper,typed_aggregate_extension,audit_record_every_mv_candidate;VALUE_only_if_outer_eligible_and_I_complete=1;NOT_REACHED_if_calibration_or_eligibility_failure_or_I_complete=0,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,one_stateful_field_per_mv_candidate,outer_eligibility=0=>state_NOT_REACHED_trials=0_no_interval;outer_eligibility=1_and_I_complete=0=>state_NOT_REACHED_trials=0_no_interval_completion_or_integrity_failure;outer_eligibility=1_and_I_complete=1=>x=sum_j I(event_bit4=true);N=R=120000;scientific_nonestimable_or_not_reached_counts_failure;CP_two_sided_alpha=0.05;strict_lower>0,I_complete=1_iff_completion_bitmap_has_all_R_bits_and_exactly_one_integrity_valid_canonical_record_per_outer_identity;calibration_or_static_scientific_failure_marks_aggregate_NOT_REACHED_and_family_FAIL;I_complete=0_always_marks_aggregate_NOT_REACHED_without_imputation_or_partial_denominator;integrity_schema_or_unequal_duplicate_mismatch_is_conclusive_family_FAIL_and_failed_outer_inventory_member;absence_or_incomplete_records_without_conclusive_mismatch_is_infrastructure_missing_and_family_INCOMPLETE_unless_another_FAIL_dominates;scientific_failure_inside_a_complete_R_run_remains_in_fixed_R_denominator,freeze_candidate
mv.aggregate.complete_q_family,cell_aggregate_event,mv1,event_registry,U64_trials+U64_successes+F64_estimate+ENUM8_interval+F64_alpha+F64_lower+F64_upper,typed_aggregate_extension,audit_record_every_mv_candidate;VALUE_only_if_outer_eligible_and_I_complete=1;NOT_REACHED_if_calibration_or_eligibility_failure_or_I_complete=0,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,one_stateful_field_per_mv_candidate,outer_eligibility=0=>state_NOT_REACHED_trials=0_no_interval;outer_eligibility=1_and_I_complete=0=>state_NOT_REACHED_trials=0_no_interval_completion_or_integrity_failure;outer_eligibility=1_and_I_complete=1=>x=sum_j I(event_bits2_to4_all_true);N=R=120000;nonestimable_or_not_reached_counts_failure;event_mask_bit14;CP_two_sided_alpha=0.05,I_complete=1_iff_completion_bitmap_has_all_R_bits_and_exactly_one_integrity_valid_canonical_record_per_outer_identity;calibration_or_static_scientific_failure_marks_aggregate_NOT_REACHED_and_family_FAIL;I_complete=0_always_marks_aggregate_NOT_REACHED_without_imputation_or_partial_denominator;integrity_schema_or_unequal_duplicate_mismatch_is_conclusive_family_FAIL_and_failed_outer_inventory_member;absence_or_incomplete_records_without_conclusive_mismatch_is_infrastructure_missing_and_family_INCOMPLETE_unless_another_FAIL_dominates;scientific_failure_inside_a_complete_R_run_remains_in_fixed_R_denominator,freeze_candidate
mv.aggregate.fe_pass,cell_aggregate_event,mv1,event_registry,U64_trials+U64_successes+F64_estimate+ENUM8_interval+F64_alpha+F64_lower+F64_upper,typed_aggregate_extension,audit_record_every_mv_candidate;VALUE_only_if_outer_eligible_and_I_complete=1;NOT_REACHED_if_calibration_or_eligibility_failure_or_I_complete=0,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,one_stateful_field_per_mv_candidate,outer_eligibility=0=>state_NOT_REACHED_trials=0_no_interval;outer_eligibility=1_and_I_complete=0=>state_NOT_REACHED_trials=0_no_interval_completion_or_integrity_failure;outer_eligibility=1_and_I_complete=1=>x=sum_j I(event_bit6=true);N=R=120000;rank_nonfinite_nonestimable_or_not_reached_counts_failure;CP_two_sided_alpha=0.05,I_complete=1_iff_completion_bitmap_has_all_R_bits_and_exactly_one_integrity_valid_canonical_record_per_outer_identity;calibration_or_static_scientific_failure_marks_aggregate_NOT_REACHED_and_family_FAIL;I_complete=0_always_marks_aggregate_NOT_REACHED_without_imputation_or_partial_denominator;integrity_schema_or_unequal_duplicate_mismatch_is_conclusive_family_FAIL_and_failed_outer_inventory_member;absence_or_incomplete_records_without_conclusive_mismatch_is_infrastructure_missing_and_family_INCOMPLETE_unless_another_FAIL_dominates;scientific_failure_inside_a_complete_R_run_remains_in_fixed_R_denominator,freeze_candidate
mv.aggregate.loo_pass,cell_aggregate_event,mv1,event_registry,U64_trials+U64_successes+F64_estimate+ENUM8_interval+F64_alpha+F64_lower+F64_upper,typed_aggregate_extension,audit_record_every_mv_candidate;VALUE_only_if_outer_eligible_and_I_complete=1;NOT_REACHED_if_calibration_or_eligibility_failure_or_I_complete=0,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,one_stateful_field_per_mv_candidate,outer_eligibility=0=>state_NOT_REACHED_trials=0_no_interval;outer_eligibility=1_and_I_complete=0=>state_NOT_REACHED_trials=0_no_interval_completion_or_integrity_failure;outer_eligibility=1_and_I_complete=1=>x=sum_j I(event_bit7=true);N=R=120000;nonestimable_or_not_reached_counts_failure;CP_two_sided_alpha=0.05,I_complete=1_iff_completion_bitmap_has_all_R_bits_and_exactly_one_integrity_valid_canonical_record_per_outer_identity;calibration_or_static_scientific_failure_marks_aggregate_NOT_REACHED_and_family_FAIL;I_complete=0_always_marks_aggregate_NOT_REACHED_without_imputation_or_partial_denominator;integrity_schema_or_unequal_duplicate_mismatch_is_conclusive_family_FAIL_and_failed_outer_inventory_member;absence_or_incomplete_records_without_conclusive_mismatch_is_infrastructure_missing_and_family_INCOMPLETE_unless_another_FAIL_dominates;scientific_failure_inside_a_complete_R_run_remains_in_fixed_R_denominator,freeze_candidate
mv.aggregate.combined_no_veto,cell_aggregate_event,mv1,event_registry,U64_trials+U64_successes+F64_estimate+ENUM8_interval+F64_alpha+F64_lower+F64_upper,typed_aggregate_extension,audit_record_every_mv_candidate;VALUE_only_if_outer_eligible_and_I_complete=1;NOT_REACHED_if_calibration_or_eligibility_failure_or_I_complete=0,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,one_stateful_field_per_mv_candidate,outer_eligibility=0=>state_NOT_REACHED_trials=0_no_interval;outer_eligibility=1_and_I_complete=0=>state_NOT_REACHED_trials=0_no_interval_completion_or_integrity_failure;outer_eligibility=1_and_I_complete=1=>x=sum_j I(event_bit8=true);N=R=120000;nonestimable_or_not_reached_counts_failure;CP_two_sided_alpha=0.05,I_complete=1_iff_completion_bitmap_has_all_R_bits_and_exactly_one_integrity_valid_canonical_record_per_outer_identity;calibration_or_static_scientific_failure_marks_aggregate_NOT_REACHED_and_family_FAIL;I_complete=0_always_marks_aggregate_NOT_REACHED_without_imputation_or_partial_denominator;integrity_schema_or_unequal_duplicate_mismatch_is_conclusive_family_FAIL_and_failed_outer_inventory_member;absence_or_incomplete_records_without_conclusive_mismatch_is_infrastructure_missing_and_family_INCOMPLETE_unless_another_FAIL_dominates;scientific_failure_inside_a_complete_R_run_remains_in_fixed_R_denominator,freeze_candidate
mv.aggregate.complete_joint,cell_aggregate_event,mv1,event_registry,U64_trials+U64_successes+F64_estimate+ENUM8_interval+F64_alpha+F64_lower+F64_upper,typed_aggregate_extension,audit_record_every_mv_candidate;VALUE_only_if_outer_eligible_and_I_complete=1;NOT_REACHED_if_calibration_or_eligibility_failure_or_I_complete=0,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,one_stateful_field_per_mv_candidate,outer_eligibility=0=>state_NOT_REACHED_trials=0_no_interval;outer_eligibility=1_and_I_complete=0=>state_NOT_REACHED_trials=0_no_interval_completion_or_integrity_failure;outer_eligibility=1_and_I_complete=1=>x=sum_j I(event_bit9=true);N=R=120000;nonestimable_or_not_reached_counts_failure;CP_two_sided_alpha=0.05,I_complete=1_iff_completion_bitmap_has_all_R_bits_and_exactly_one_integrity_valid_canonical_record_per_outer_identity;calibration_or_static_scientific_failure_marks_aggregate_NOT_REACHED_and_family_FAIL;I_complete=0_always_marks_aggregate_NOT_REACHED_without_imputation_or_partial_denominator;integrity_schema_or_unequal_duplicate_mismatch_is_conclusive_family_FAIL_and_failed_outer_inventory_member;absence_or_incomplete_records_without_conclusive_mismatch_is_infrastructure_missing_and_family_INCOMPLETE_unless_another_FAIL_dominates;scientific_failure_inside_a_complete_R_run_remains_in_fixed_R_denominator,freeze_candidate
mv.aggregate.outer_nonestimable,cell_aggregate_event,mv1,event_registry,U64_trials+U64_successes+F64_estimate+ENUM8_interval+F64_alpha+F64_lower+F64_upper,typed_aggregate_extension,audit_record_every_mv_candidate;VALUE_only_if_outer_eligible_and_I_complete=1;NOT_REACHED_if_calibration_or_eligibility_failure_or_I_complete=0,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,one_stateful_field_per_mv_candidate,outer_eligibility=0=>state_NOT_REACHED_trials=0_no_interval;outer_eligibility=1_and_I_complete=0=>state_NOT_REACHED_trials=0_no_interval_completion_or_integrity_failure;outer_eligibility=1_and_I_complete=1=>x=sum_j I(event_bit15=true);N=R=120000;bit15_true_for_DGP_nonreach_missing_required_polarity_mean_or_variance_nonpositive_or_nonfinite_required_observed_or_resampled_SE_unavailable_max_t_or_lower_FE_rank_or_nonfinite_missing_LOO_polarity_or_numerical_nonconformance;CP_two_sided_alpha=0.05;finite_yield_q_FE_or_LOO_threshold_miss_alone_is_not_nonestimability,I_complete=1_iff_completion_bitmap_has_all_R_bits_and_exactly_one_integrity_valid_canonical_record_per_outer_identity;calibration_or_static_scientific_failure_marks_aggregate_NOT_REACHED_and_family_FAIL;I_complete=0_always_marks_aggregate_NOT_REACHED_without_imputation_or_partial_denominator;integrity_schema_or_unequal_duplicate_mismatch_is_conclusive_family_FAIL_and_failed_outer_inventory_member;absence_or_incomplete_records_without_conclusive_mismatch_is_infrastructure_missing_and_family_INCOMPLETE_unless_another_FAIL_dominates;scientific_failure_inside_a_complete_R_run_remains_in_fixed_R_denominator,freeze_candidate
